date,minimum,maximum,range,mean,std
2021-12-09,1.16280162334,4.04570055008,2.88289892673,2.12520853389,0.722042753832
2021-12-10,3.09135341644,4.33082294464,1.2394695282,3.64060200453,0.28091158857
2021-12-11,0.0192352198064,0.376349747181,0.357114527375,0.15698650547,0.0934824505401
2021-12-12,0.00466610211879,0.13918659091,0.134520488791,0.0377107411369,0.0304550622396
2021-12-13,0.000760539085604,0.00569180166349,0.00493126257788,0.00235217243026,0.00102010751876
2021-12-15,0.0,0.0,0.0,0.0,0.0
2021-12-16,0.0,0.0,0.0,0.0,0.0
2021-12-17,0.00155661336612,0.0670276582241,0.065471044858,0.0163010360165,0.0147090908539
2021-12-18,0.0,0.00320182391442,0.00320182391442,0.000570387935626,0.0010649869076
2021-12-19,0.0,0.0,0.0,0.0,0.0
2021-12-20,12.933514595,22.1226291656,9.18911457062,14.9666202935,2.00590847961
